Please wait while I teach myself to play Sim-5.
This may take a few minutes.
14883
Elapsed time: 279.913106
I'm ready to play. You go first.

         1048127414 function calls (1048108574 primitive calls) in 280.421 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_agraph.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
        9    0.000    0.000    0.000    0.000 getlimits.py:668(__init__)
       59    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
      263    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree_isomorphism.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chains.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
        1    0.000    0.000    0.000    0.000 disjoint_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 contraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
       63    0.000    0.000    0.000    0.000 inspect.py:3019(<genexpr>)
        1    0.000    0.000    0.000    0.000 rcm.py:1(<module>)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
       97    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 leda.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
       33    0.000    0.000    0.000    0.000 types.py:164(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        1    0.000    0.000    0.000    0.000 joint_degree_seq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:510(<lambda>)
        1    0.000    0.000    0.000    0.000 current_flow_closeness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 duplication.py:1(<module>)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:228(_recursive_repr)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
        1    0.000    0.000    0.000    0.000 ego.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       12    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
        1    0.000    0.000    0.000    0.000 core.py:6545(__array_finalize__)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matchhelpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 {built-in method mkl._py_mkl_service.get_version}
        1    0.000    0.000    0.000    0.000 eigen.py:1(<module>)
      153    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 lazy_imports.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 edgebfs.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _parser.py:295(checkgroupname)
        1    0.000    0.000    0.000    0.000 second_order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clustering_coefficient.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:849(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:60(spmatrix)
        1    0.000    0.000    0.000    0.000 cographs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 semiconnected.py:1(<module>)
       97    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        2    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 hits_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:66(Graph)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structuralholes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heaps.py:132(PairingHeap)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
       82    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
       87    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
        2    0.000    0.000    0.000    0.000 core.py:6721(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 termcolor.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 shortestaugmentingpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        2    0.000    0.000    0.000    0.000 centrality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 all.py:1(<module>)
        1    0.000    0.000    0.000    0.000 preflowpush.py:1(<module>)
       28    0.000    0.000    0.000    0.000 enum.py:744(__delattr__)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
       82    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 random_clustered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 kcutsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
       67    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       77    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
      115    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        1    0.000    0.000    0.000    0.000 operations.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
        9    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
       15    0.000    0.000    0.000    0.000 enum.py:192(__get__)
        1    0.000    0.000    0.000    0.000 wiener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:1354(_iter_member_by_value_)
       10    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
       11    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 lukes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:852(register)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        8    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 moral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:975(_find_data_type_)
        1    0.000    0.000    0.000    0.000 digraph.py:70(DiGraph)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
      195    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        9    0.000    0.000    0.000    0.000 enum.py:929(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 similarity.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:769(__getattr__)
        1    0.000    0.000    0.000    0.000 isolve.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 __init__.py:443(__getattr__)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000024A2C9AE520}
       85    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 numeric.py:150(ones)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 _compressed.py:23(_cs_matrix)
        1    0.000    0.000    0.000    0.000 dsolve.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1854(_split_scope_id)
        3    0.000    0.000    0.000    0.000 datetime.py:1677(__new__)
        1    0.000    0.000    0.000    0.000 redundancy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:1(<module>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 multidigraph.py:22(MultiDiGraph)
        1    0.000    0.000    0.000    0.000 heaps.py:13(MinHeap)
        1    0.000    0.000    0.000    0.000 node_link.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 __init__.py:731(DistributionFinder)
        1    0.000    0.000    0.000    0.000 datetime.py:1669(datetime)
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert.py:1(<module>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 dinitz_alg.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 __init__.py:779(FastPath)
        4    0.000    0.000    0.000    0.000 dataclasses.py:368(field)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        2    0.000    0.000    0.000    0.000 datetime.py:1340(__new__)
        4    0.000    0.000    0.000    0.000 __init__.py:511(cast)
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 typing.py:297(_deduplicate)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 equitable_coloring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2841(<dictcomp>)
        1    0.000    0.000    0.000    0.000 multigraph.py:14(MultiGraph)
        1    0.000    0.000    0.000    0.000 planar_drawing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vitality.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1008(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:132(<listcomp>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 isomorph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triads.py:116(<dictcomp>)
        1    0.000    0.000    0.000    0.000 matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reaching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summarization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2940(_update_from)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:570(abspath)
        1    0.000    0.000    0.000    0.000 __init__.py:281(DeprecatedList)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.000    0.000 relabel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adjacency.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:583(set)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _parser.py:256(getwhile)
        1    0.000    0.000    0.000    0.000 typing.py:1012(__init__)
        1    0.000    0.000    0.000    0.000 load.py:1(<module>)
        1    0.000    0.000    0.000    0.000 voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 branchings.py:852(Partition)
       50    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1843(__init_subclass__)
        1    0.000    0.000    0.000    0.000 percolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
      164    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 zipfile.py:1219(ZipFile)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:187(<dictcomp>)
        1    0.000    0.000    0.000    0.000 kclique.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       33    0.000    0.000    0.000    0.000 enum.py:228(__set_name__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 interval_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mincost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 harmonic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edmondskarp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Distribution)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 sudoku.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        5    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        1    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {method 'issubset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        1    0.000    0.000    0.000    0.000 _dok.py:23(dok_matrix)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 spectrum.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
        1    0.000    0.000    0.000    0.000 cytoscape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expanders.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 defchararray.py:1908(chararray)
      112    0.000    0.000    0.000    0.000 inspect.py:2739(name)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 social.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 edgedfs.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        2    0.000    0.000    0.000    0.000 _basic.py:2580(comb)
        3    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 enum.py:1761(<listcomp>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:888(__eq__)
        1    0.000    0.000    0.000    0.000 hybrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:1(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        3    0.000    0.000    0.000    0.000 enum.py:357(__init__)
        4    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       18    0.000    0.000    0.000    0.000 _internal.py:889(<genexpr>)
       76    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 graph.py:332(__init__)
        1    0.000    0.000    0.000    0.000 message.py:972(MIMEPart)
        1    0.000    0.000    0.000    0.000 __init__.py:386(__getattr__)
        1    0.000    0.000    0.000    0.000 laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
       96    0.000    0.000    0.000    0.000 inspect.py:2743(default)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hierarchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 functools.py:981(__get__)
       26    0.000    0.000    0.000    0.000 typing.py:1358(__eq__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       51    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        2    0.000    0.000    0.000    0.000 function_base.py:2269(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       13    0.000    0.000    0.000    0.000 _internal.py:917(npy_ctypes_check)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 threading.py:838(Thread)
        1    0.000    0.000    0.000    0.000 betweenness_subset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 _dia.py:16(dia_matrix)
        4    0.000    0.000    0.000    0.000 typing.py:1280(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
       10    0.000    0.000    0.000    0.000 enum.py:116(_iter_bits_lsb)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 digraph.py:316(__init__)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       46    0.000    0.000    0.000    0.000 typing.py:1351(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2098(IPv6Interface)
        1    0.000    0.000    0.000    0.000 zipfile.py:2310(Path)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 _coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
       10    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        1    0.000    0.000    0.000    0.000 mst.py:977(Partition)
